"stream","PredRR","PredGGS","loglogPred","logPred"
"Feed13MeanPct",0.575987445015735,0.516171465183724,-0.153160254853975,-0.661316271831268
"Feed14MeanPct",0.56311255421246,0.506175442855529,-0.18864589953098,-0.680871944778971
"OS13MeanPct",0.266324875929801,0.231710426630591,-1.17218684453701,-1.46226684799268
"OS14MeanPct",0.233279649774183,0.203461101565123,-1.32563907191202,-1.59228043947056
"US13MeanPct",0.935992257129715,0.728131714025617,1.01114670694023,-0.317273321291197
"US14MeanPct",0.942258001029094,0.745264047779917,1.04794002425659,-0.294016696846606
