"stream","PredRR","PredGGS","loglogPred","logPred"
"Feed13MeanPct",0.550148593009172,0.493265829158409,-0.224597160498503,-0.706707043041554
"OS13MeanPct",0.244989124958091,0.214577858794615,-1.2693183147862,-1.53908262841119
"US13MeanPct",0.914247791207506,0.70202897239739,0.898653479839813,-0.353780604586606
