"stream","PredRR","PredGGS","loglogPred","logPred"
"Feed13MeanPct",0.550148593009172,0.493265829158409,-0.224597160498502,-0.706707043041554
"OS13MeanPct",0.244989124958091,0.214577858794614,-1.2693183147862,-1.5390826284112
"US13MeanPct",0.914247791207506,0.70202897239739,0.898653479839812,-0.353780604586606
